Date,Weight JPM.N,Weight BAC.N,Weight WFC.N,Weight MS.N,Weight AXP.N,Weight BX.N,Weight GS.N,Weight BLK.N
2022-12-30,0.2843655502372326,0.19208886478407206,0.11374481684683538,0.10388234077524813,0.07981585321332836,0.06506459826055598,0.08409260767018914,0.07694536821253835
2022-12-29,0.2825795704624132,0.1922593602706725,0.1138872916499949,0.10418068158345022,0.07960612938431932,0.06557430638136051,0.08412869637132041,0.07778396389646883
2022-12-28,0.2842925248453015,0.1923626665674474,0.11464954205298311,0.10444897657246938,0.07873844013550114,0.06405136531195434,0.0844906178556787,0.07696586665866445
2022-12-27,0.2825183659564843,0.1907992869604157,0.11433387088917579,0.10510583505886324,0.07997493651374633,0.06534762692438306,0.08469476304380519,0.07722531465312629
2022-12-23,0.2809208182831973,0.19003399693855427,0.11391891483785044,0.10617233483036785,0.08014478012823176,0.06629432163407328,0.08538262882384685,0.07713220452387821
2022-12-22,0.2806590554460331,0.19028782884554776,0.11351568604293287,0.10689853343034067,0.07951432468077552,0.06604046755779915,0.08572520299778778,0.07735890099878318
2022-12-21,0.28071539379728505,0.18985056956455387,0.11346393303066576,0.10631840253676883,0.0795962006970016,0.0666216984761441,0.08589235073605807,0.0775414511615229
2022-12-20,0.2819168251275175,0.18991675103560074,0.11483892553996954,0.10584898861295629,0.08006664969418609,0.06520603262692619,0.08581816020248079,0.0763876671603629
2022-12-19,0.2803302349098894,0.1889963281825116,0.11709780338177832,0.10624747731817276,0.07962283018140881,0.06550078669337409,0.08577840418050474,0.07642613515236023
2022-12-16,0.2787318312919423,0.18691517100922622,0.11535912498110698,0.10789812052121259,0.08034880563296799,0.0672181496426408,0.0862303287765111,0.07729846814439194
2022-12-15,0.27814049853112516,0.1857666735772523,0.11489760646335656,0.10814449158257523,0.08181409984456273,0.06843512581670119,0.08637058551636531,0.0764309186680614
2022-12-14,0.27835310769524896,0.1842064672984882,0.11432804947362271,0.10879994891821079,0.08191283880647644,0.06954948351447825,0.0868333108926112,0.0760167934008635
2022-12-13,0.27546923286285374,0.18402806518854856,0.1137525319662452,0.10975090280410049,0.08244385068196786,0.07089809579151493,0.0874753194903897,0.07618200121437953
2022-12-12,0.27709342325816055,0.18482086754154245,0.11495610407770587,0.1083995488686416,0.08273916607819233,0.07041878271344869,0.08659249645656979,0.07497961100573866
2022-12-09,0.2771686477384511,0.18573107607094128,0.11579012735039677,0.10811698652514597,0.08222353787564196,0.0680697639467454,0.08698137854942761,0.07591848194324999
2022-12-08,0.278370240922621,0.18586931093510836,0.11587970248438975,0.10705581518788285,0.08224995193690715,0.06848827649104505,0.08662875425644866,0.07545794778559728
2022-12-07,0.27632039112265927,0.1881609576245712,0.11587864419900958,0.10567550739502783,0.08284903063011764,0.0674720469734485,0.08733962376000864,0.07630379829515735
2022-12-06,0.2747751711525461,0.18846564602281876,0.11772883818419917,0.1052894133771723,0.08229214458485866,0.06799015460798291,0.0875126077350555,0.07594602433536667
2022-12-05,0.2696547700079808,0.19351598642147527,0.11642176177781408,0.10622066733936028,0.08161549710305836,0.06958538259406995,0.08807073016519151,0.07491520459104968
2022-12-02,0.2691367647150092,0.19649659574081782,0.11883773445807139,0.10567126260679002,0.07951441360323089,0.07013126527522699,0.08751488888855573,0.07269707471229801
2022-12-01,0.2685718365098352,0.19706380892191175,0.12002986454776145,0.10563581918863438,0.07909515085625428,0.06933144672818148,0.08737400256022837,0.07289807068719308
2022-11-30,0.26733713786565416,0.2002827966887851,0.12051503905349682,0.10375194374073773,0.07767052271978635,0.0732366963418803,0.08627391809237515,0.0709319454972845
2022-11-29,0.26843460117491663,0.1989208787251034,0.12147493278624255,0.10315978574389387,0.07732714969507665,0.07171070410766262,0.08710520811552094,0.0718667396515834
2022-11-28,0.26659711144187714,0.20004917153110946,0.12110701773970536,0.10277833343355092,0.076266554338672,0.07230109161139332,0.08762330082245869,0.07327741908123306
2022-11-25,0.26652945394647953,0.20098083289151364,0.12012484570796454,0.10210187411227446,0.07654320265770782,0.07255098625385695,0.08753262359341665,0.0736361808367864
2022-11-23,0.26719864015583905,0.20138736552460876,0.12037609833680717,0.10144770933129196,0.07677184286914347,0.07167336788765019,0.08732964510193557,0.07381533079272387
2022-11-22,0.26581457183865986,0.20183452351592102,0.12046697042396927,0.10170351140979586,0.07751453130597216,0.07147629768151668,0.0872628441075486,0.07392674971661657
2022-11-21,0.2638177552013075,0.2023382773878654,0.1206547868324674,0.10177515492896448,0.07718881684993882,0.07368149012395224,0.08706485051636695,0.07347886815913734
2022-11-18,0.2651254077401893,0.20149081676480504,0.11966217789596746,0.10181287421045601,0.07695710675407724,0.07510886570003195,0.08674896623576962,0.07309378469870333
2022-11-17,0.2641283400106988,0.20259291544095256,0.11906112278559171,0.10213777907061375,0.07647540917338773,0.07459604078758471,0.08740383077823342,0.07360456195293753
2022-11-16,0.262964968642189,0.20184830792614714,0.1185848162885026,0.10223510817006014,0.07677807177405903,0.07682779797555343,0.08722126145639268,0.07353966776709595
2022-11-15,0.26037330148299115,0.2019508954408196,0.11884725936105381,0.10213198592156009,0.07678292313397773,0.07906536231258281,0.08660294355380416,0.07424532879321079
2022-11-14,0.2609646191244028,0.20126314922220884,0.11865938766885259,0.10084763994928875,0.07651899649515141,0.08173359108726701,0.08605388093671305,0.07395873551611547
2022-11-11,0.2586863695930525,0.20085549332629554,0.11810405233036385,0.1000088307617802,0.07544189621643402,0.0860074467220229,0.08504652359296311,0.0758493874570879
2022-11-10,0.2609451126630819,0.2014598832853874,0.12033314162171369,0.09884245031268461,0.07615566934498393,0.08270534083493039,0.08439994347591993,0.07515845846129836
2022-11-09,0.2659168053902071,0.20472284935005847,0.12240098800557404,0.09855318272648546,0.07615905857593515,0.07628116551731909,0.08568865312567985,0.07027729730874072
2022-11-08,0.26434565184510994,0.2041108976126387,0.12325599326728165,0.09881689295310082,0.07694758252045308,0.07730581303267839,0.08454322819527939,0.07067394057345826
2022-11-07,0.2653320773275473,0.20444490874768353,0.12350265220595842,0.09958352871402196,0.07562497898176154,0.07699835345557692,0.08456994782074895,0.06994355274670132
2022-11-04,0.2667220259783141,0.20537293082046068,0.1239301547833336,0.09978701333581395,0.07524744808459903,0.07600399470585689,0.0843611455450545,0.06857528674656714
2022-11-03,0.2664755723074014,0.2056399114219489,0.12393724760174127,0.10093757752091362,0.07434744548977198,0.07626972339249899,0.08440266602087278,0.06798985624485084
2022-11-02,0.2628515773178806,0.20434311404419608,0.1260769225428495,0.1006398403200835,0.07567890429626795,0.0790674158134278,0.08362550512088132,0.06771672054441318
2022-11-01,0.2637171784687275,0.20374738244948998,0.12551451005402886,0.09927078399011834,0.0771057734337256,0.07909948489777394,0.08284086668045779,0.06870402002567802
2022-10-31,0.26229794032589954,0.20539344814280258,0.12449161019226129,0.09865607997639694,0.07880101557787651,0.07854134741369853,0.08290179101179872,0.06891676735926577
2022-10-28,0.26062812380180184,0.20455368023427728,0.12446961451248756,0.09948016783222519,0.07922310666686959,0.07966158823409279,0.0816013876749793,0.07038233104326626
2022-10-27,0.26078550124987615,0.20533379520790843,0.12412084129197325,0.09884827047698977,0.07836236974869254,0.08137428007873426,0.08149933699466531,0.06967560495116029
2022-10-26,0.2607425275433585,0.2051852794470727,0.1247268126057765,0.09949270898768199,0.0786106207992296,0.08106150087081643,0.08144622899189131,0.06873432075417317
2022-10-25,0.2598853715070201,0.20506461307194962,0.1248373610750726,0.09980931103935133,0.07932811904655959,0.08067483278420791,0.08130685069833461,0.06909354077750418
2022-10-24,0.2632795707240313,0.2064026964737197,0.12632336202385042,0.10001732481471609,0.07762032093781542,0.07721629578384137,0.08166516503882658,0.06747526420319909
2022-10-21,0.26465320440070494,0.20702338890561214,0.12609753949658192,0.1003964005061395,0.07724402819939871,0.07695772218395008,0.08129209368160634,0.06633562262600637
2022-10-20,0.2600005359619671,0.20641089004874966,0.126955813816701,0.10037892634577218,0.08122959076174442,0.07828135139370204,0.08100994109473719,0.06573295057662641
2022-10-19,0.25875348220246513,0.2060875388792961,0.12527221988382134,0.10092354265186086,0.08145326025334612,0.081070543464741,0.08060397453199984,0.0658354381324697
2022-10-18,0.25859974009202435,0.20764180986874564,0.1256977502575652,0.10117859299415848,0.08092859787714102,0.08158852418493963,0.07950595379302576,0.06485903093240004
2022-10-17,0.2589028066621914,0.20552934202150036,0.1270302139090779,0.10089434567674857,0.08057417959155488,0.08202797058742857,0.07978967028334744,0.0652514712681509
2022-10-14,0.2580730466513223,0.20128391425650766,0.12957018493418326,0.10229534094617451,0.08089249451789168,0.0812304082876529,0.08105924723748015,0.0655953631687875
2022-10-13,0.2519772332982196,0.19973686020966844,0.12626127038448587,0.10696205934888835,0.08307807621414619,0.08273069277567907,0.08235989869296939,0.06689390907594323
