Date;Technology Return;Financials Return;Energy Return;Technology Portfolio;Financials Portfolio;Energy Portfolio;Technology Return Weekly
31.01.22;0.019397948;0.008803247;0.003498864;95.79671352;102.0398335;121.2475479;0.0224271
01.02.22;0.008755534;0.021775289;0.039965748;96.63546492;104.2617803;126.0932969;0.026713509
02.02.22;0.026584191;-8.31E-05;0.001634661;99.20444055;104.2531193;126.2994167;0.029002733
03.02.22;-0.064177754;-0.011627059;-0.010010033;92.8377224;103.0409621;125.0351553;0.0197468
04.02.22;0.000519319;0.02246205;0.014758936;92.8859348;105.3554733;126.8805412;0.012789194
05.02.22;0.000519319;0.02246205;0.014758936;92.8859348;105.3554733;126.8805412;0.005831588
06.02.22;0.000519319;0.02246205;0.014758936;92.8859348;105.3554733;126.8805412;-0.001126018
07.02.22;-0.019880482;0.008430779;0.016881762;91.03931762;106.2437021;129.0225083;-0.006737222
08.02.22;0.004736006;0.016425606;-0.023186195;91.47048033;107.9888193;126.0309673;-0.00731144
09.02.22;0.021477391;0.007205396;0.001109748;93.43502762;108.7669215;126.1708298;-0.008040983
10.02.22;-0.022861776;-0.006378011;-0.008342076;91.29893697;108.0732048;125.1183032;-0.002138701
11.02.22;-0.025341078;-0.018257525;0.027416416;88.98532351;106.1000556;128.5485986;-0.005833043
12.02.22;-0.025341078;-0.018257525;0.027416416;88.98532351;106.1000556;128.5485986;-0.009527385
13.02.22;-0.025341078;-0.018257525;0.027416416;88.98532351;106.1000556;128.5485986;-0.013221728
14.02.22;0.002364878;-0.009496209;-0.020503401;89.1957629;105.0925073;125.9129151;-0.010043819
15.02.22;0.017474884;0.013725229;-0.011586964;90.75444853;106.534926;124.4539667;-0.008223979
16.02.22;-0.001917757;-0.002274714;0.006785963;90.58040354;106.2925895;125.2985068;-0.011566143
17.02.22;-0.030575391;-0.029896913;-0.002915414;87.8108723;103.1147692;124.9332098;-0.012668089
18.02.22;-0.010608192;-0.003370137;-0.010037494;86.87935769;102.7672583;123.6791935;-0.010563391
