Date;Technology Return;Financials Return;Energy Return;Technology Portfolio;Financials Portfolio;Energy Portfolio;Technology Return Weekly
19.02.22;-0.010608192;-0.003370137;-0.010037494;86.87935769;102.7672583;123.6791935;-0.008458693
20.02.22;-0.010608192;-0.003370137;-0.010037494;86.87935769;102.7672583;123.6791935;-0.006353995
21.02.22;-0.010608192;-0.003370137;-0.010037494;86.87935769;102.7672583;123.6791935;-0.00820729
22.02.22;-0.009658421;-0.006844268;-0.013643914;86.04024027;102.0638916;121.9917252;-0.012083477
23.02.22;-0.022085784;-0.018870467;0.00915274;84.13997407;100.1378983;123.1082837;-0.014964624
24.02.22;0.033390001;-0.019246799;-0.011107507;86.94940787;98.21056429;121.7408576;-0.00582671
25.02.22;0.011530595;0.028553515;0.02627073;87.95198624;101.0148211;124.9390788;-0.002664027
26.02.22;0.011530595;0.028553515;0.02627073;87.95198624;101.0148211;124.9390788;0.000498657
27.02.22;0.011530595;0.028553515;0.02627073;87.95198624;101.0148211;124.9390788;0.003661341
28.02.22;0.000469229;-0.022260527;0.024059275;87.9932559;98.76617795;127.9450225;0.00524383
01.03.22;-0.019043669;-0.046427962;0.01385209;86.31754148;94.1806656;129.7173285;0.00390308
02.03.22;0.013729437;0.0259078;0.022828045;87.50263271;96.62067946;132.6785215;0.00901954
03.03.22;-0.009812675;-0.01206492;0.002108699;86.64399779;95.45495866;132.9583006;0.002847729
04.03.22;-0.018050917;-0.035837919;0.0351813;85.07999416;92.03405157;137.6359465;-0.001378201
05.03.22;-0.018050917;-0.035837919;0.0351813;85.07999416;92.03405157;137.6359465;-0.005604131
06.03.22;-0.018050917;-0.035837919;0.0351813;85.07999416;92.03405157;137.6359465;-0.009830061
07.03.22;-0.041380419;-0.052002777;0.028247721;81.55934831;87.24802527;141.5238483;-0.015808583
08.03.22;-0.000473187;0.001908957;0.020532993;81.52075547;87.41457804;144.4297565;-0.013155657
09.03.22;0.042997687;0.051760781;-0.036015291;85.02595942;91.93922484;139.2280768;-0.008974478
10.03.22;-0.015072907;-0.00621433;0.027969301;83.74437101;91.36788415;143.1221888;-0.00972594
11.03.22;-0.021258054;-0.013146436;-0.006247224;81.96412868;90.16672208;142.2280724;-0.010184102
12.03.22;-0.021258054;-0.013146436;-0.006247224;81.96412868;90.16672208;142.2280724;-0.010642264
13.03.22;-0.021258054;-0.013146436;-0.006247224;81.96412868;90.16672208;142.2280724;-0.011100427
14.03.22;-0.015853622;0.01394185;-0.029475861;80.66470039;91.42381297;138.0357776;-0.007453741
15.03.22;0.030672892;0.011715622;-0.045364766;83.13892005;92.49489984;131.7738167;-0.003004301
16.03.22;0.033405382;0.037141856;-0.008988308;85.91620743;95.93033206;130.589393;-0.004374631
