Date,VADER Sentiment,FinBERT Sentiment,GPT Sentiment
2022-01-03,0.4408602150537634,0.8064516129032258,0.3763440860215054
2022-01-04,0.3333333333333333,0.7222222222222222,0.2592592592592592
2022-01-05,0.2954545454545454,0.8181818181818182,0.125
2022-01-06,0.3541666666666667,0.875,0.15625
2022-01-07,0.2676056338028169,0.8169014084507042,0.028169014084507
2022-01-08,0.323943661971831,0.9014084507042254,0.1126760563380281
2022-01-09,0.3170731707317073,1.0,0.1707317073170731
2022-01-10,0.2741935483870967,0.8870967741935484,0.2096774193548387
2022-01-11,0.3055555555555556,0.8611111111111112,0.0833333333333333
2022-01-12,0.2839506172839506,0.8641975308641975,0.2345679012345679
2022-01-13,0.419753086419753,0.7901234567901234,0.1358024691358024
2022-01-14,0.3170731707317073,0.7439024390243902,0.1951219512195122
2022-01-15,0.3684210526315789,0.7894736842105263,-0.0175438596491228
2022-01-16,0.4358974358974359,0.8974358974358975,0.0769230769230769
2022-01-17,0.2653061224489796,0.8775510204081632,0.2857142857142857
2022-01-18,0.3793103448275862,0.8413793103448276,0.1586206896551724
2022-01-19,0.2474226804123711,0.8865979381443299,0.0721649484536082
2022-01-20,0.2207792207792207,0.8571428571428571,-0.0389610389610389
2022-01-21,0.375,0.8,0.0875
2022-01-22,0.25,0.84375,0.078125
2022-01-23,0.3090909090909091,0.7818181818181819,0.2363636363636363
2022-01-24,0.2702702702702703,0.8468468468468469,0.1261261261261261
2022-01-25,0.1333333333333333,0.7435897435897436,-0.0358974358974358
2022-01-26,0.2672413793103448,0.8448275862068966,0.146551724137931
2022-01-27,0.2706766917293233,0.7518796992481203,0.2105263157894736
2022-01-28,0.3675213675213675,0.7350427350427351,0.1538461538461538
2022-01-29,0.2328767123287671,0.6986301369863014,0.273972602739726
2022-01-30,0.3684210526315789,0.7105263157894737,0.131578947368421
2022-01-31,0.3292682926829268,0.8414634146341463,0.2682926829268293
2022-02-01,0.3035714285714285,0.8125,0.3660714285714285
2022-02-02,0.3008130081300813,0.7317073170731707,0.065040650406504
2022-02-03,0.0979020979020979,0.7062937062937062,-0.0979020979020979
2022-02-04,0.282258064516129,0.8306451612903226,0.0161290322580645
2022-02-05,0.1944444444444444,0.75,0.1388888888888889
2022-02-06,0.3111111111111111,0.9333333333333332,0.0666666666666666
2022-02-07,0.0864197530864197,0.7901234567901234,-0.0864197530864197
2022-02-08,0.1558441558441558,0.7142857142857143,-0.0259740259740259
2022-02-09,0.3170731707317073,0.8536585365853658,0.1341463414634146
2022-02-10,0.417910447761194,0.8955223880597015,0.0746268656716417
2022-02-11,0.2884615384615384,0.8653846153846154,0.1346153846153846
2022-02-12,0.2619047619047619,0.9047619047619048,0.0
2022-02-13,0.4666666666666667,0.9333333333333332,0.1777777777777777
2022-02-14,0.2058823529411764,0.9411764705882352,0.1764705882352941
2022-02-15,0.2352941176470588,0.9558823529411764,0.1470588235294117
2022-02-16,0.1735537190082644,0.7851239669421488,0.1074380165289256
2022-02-17,0.1171171171171171,0.7927927927927928,-0.018018018018018
2022-02-18,0.2771084337349397,0.8433734939759037,0.1686746987951807
2022-02-19,0.2826086956521739,0.8913043478260869,0.0652173913043478
2022-02-20,0.2127659574468085,0.7872340425531915,0.1702127659574468
2022-02-21,0.2093023255813953,0.8604651162790697,0.1627906976744186
2022-02-22,0.3243243243243243,0.8783783783783784,0.2432432432432432
2022-02-23,0.0735294117647058,0.8382352941176471,0.0735294117647058
2022-02-24,0.0892857142857142,0.7857142857142857,0.0178571428571428
2022-02-25,0.2857142857142857,0.7346938775510204,-0.0204081632653061
2022-02-26,0.3488372093023256,0.8604651162790697,0.0465116279069767
2022-02-27,0.3783783783783784,0.7837837837837838,0.2432432432432432
2022-02-28,0.4545454545454545,0.8787878787878788,0.3636363636363636
2022-03-01,0.325,0.875,0.125
2022-03-02,0.2911392405063291,0.8354430379746836,0.0632911392405063
2022-03-03,0.4333333333333333,0.8666666666666667,0.15
2022-03-04,0.048780487804878,0.926829268292683,0.073170731707317
2022-03-05,0.2758620689655172,1.0,0.0344827586206896
2022-03-06,0.1363636363636363,0.8636363636363636,0.2727272727272727
2022-03-07,0.2,0.78,0.1
2022-03-08,0.2,0.9,0.02
2022-03-09,0.4782608695652174,0.8043478260869565,0.108695652173913
2022-03-10,0.4324324324324324,0.8648648648648649,-0.027027027027027
2022-03-11,0.2,0.875,0.125
2022-03-12,0.0689655172413793,0.7241379310344828,0.0344827586206896
2022-03-13,0.3548387096774194,0.7419354838709677,0.3225806451612903
2022-03-14,0.0,0.6981132075471698,-0.0188679245283018
2022-03-15,0.2954545454545454,0.7272727272727273,-0.0909090909090909
2022-03-16,0.4186046511627907,0.9302325581395348,0.0232558139534883
2022-03-17,0.1212121212121212,0.7272727272727273,-0.0303030303030303
2022-03-18,0.4615384615384615,0.8653846153846154,0.2307692307692307
2022-03-19,0.3125,0.8125,0.125
2022-03-20,0.4210526315789473,0.9210526315789472,0.2368421052631578
2022-03-21,0.4047619047619047,0.8333333333333334,0.0714285714285714
2022-03-22,0.1153846153846153,0.7884615384615384,0.0384615384615384
2022-03-23,0.3148148148148148,0.7777777777777778,0.2962962962962963
2022-03-24,0.2727272727272727,0.8909090909090909,0.2545454545454545
2022-03-25,0.4054054054054054,0.6891891891891891,0.2702702702702703
2022-03-26,0.54,0.92,0.26
2022-03-27,0.5862068965517241,0.9310344827586208,0.2413793103448276
2022-03-28,0.5,0.8636363636363636,0.0454545454545454
2022-03-29,0.3962264150943396,0.7547169811320755,0.0566037735849056
2022-03-30,0.3833333333333333,0.85,0.2166666666666666
2022-03-31,0.3947368421052631,0.8421052631578947,0.2631578947368421
2022-04-01,0.064516129032258,0.8709677419354839,0.2903225806451613
2022-04-02,0.3666666666666666,1.0,0.2
2022-04-03,0.5357142857142857,1.0,0.25
2022-04-04,0.3846153846153846,0.8846153846153846,0.3076923076923077
2022-04-05,0.2142857142857142,0.7857142857142857,0.0285714285714285
2022-04-06,0.3571428571428571,0.9464285714285714,0.1964285714285714
2022-04-07,0.2972972972972973,0.7297297297297297,0.027027027027027
2022-04-08,0.088235294117647,0.9117647058823528,0.1764705882352941
2022-04-09,0.2058823529411764,0.7941176470588235,0.0294117647058823
2022-04-10,0.3928571428571428,0.8571428571428571,0.0357142857142857
2022-04-11,0.275,0.85,-0.025
2022-04-12,0.3333333333333333,0.9215686274509804,0.1764705882352941
2022-04-13,0.2692307692307692,0.8269230769230769,0.173076923076923
2022-04-14,0.3620689655172414,0.7586206896551724,0.1551724137931034
2022-04-15,0.1282051282051282,0.8974358974358975,0.1794871794871795
2022-04-16,0.36,0.96,0.0
2022-04-17,0.3939393939393939,0.9696969696969696,0.2424242424242424
2022-04-18,0.3823529411764705,0.7941176470588235,0.0
2022-04-19,0.3191489361702128,0.9361702127659576,0.1276595744680851
2022-04-20,0.1777777777777777,0.8888888888888888,0.1555555555555555
2022-04-21,0.3,0.7,0.2
2022-04-22,0.1836734693877551,0.7755102040816326,0.0408163265306122
2022-04-23,0.2974683544303797,0.930379746835443,0.310126582278481
2022-04-24,0.1932773109243697,0.9159663865546218,0.2605042016806723
2022-04-25,-0.0188679245283018,0.6792452830188679,-0.1132075471698113
2022-04-26,0.1111111111111111,0.7373737373737373,0.0606060606060606
2022-04-27,0.1752577319587628,0.4948453608247423,0.2886597938144329
2022-04-28,0.0803571428571428,0.5982142857142857,0.0982142857142857
2022-04-29,0.1186440677966101,0.8305084745762712,0.0508474576271186
2022-04-30,0.2045454545454545,0.8863636363636364,0.1818181818181818
2022-05-01,0.5,0.875,0.25
2022-05-02,0.2926829268292683,0.8536585365853658,0.2195121951219512
2022-05-03,0.4038461538461538,0.9230769230769232,0.25
2022-05-04,0.4761904761904761,0.8888888888888888,0.2698412698412698
2022-05-05,0.2702702702702703,0.8378378378378378,0.1621621621621621
2022-05-06,0.2241379310344827,0.7413793103448276,0.0344827586206896
2022-05-07,0.5405405405405406,0.972972972972973,0.2432432432432432
2022-05-08,0.4571428571428571,0.8857142857142857,0.2
2022-05-09,0.2,0.8545454545454545,0.1636363636363636
2022-05-10,0.265625,0.9375,0.25
2022-05-11,0.1264367816091954,0.7126436781609196,0.057471264367816
2022-05-12,0.2121212121212121,0.7676767676767676,-0.0505050505050505
2022-05-13,0.3026315789473684,0.8157894736842105,0.1052631578947368
2022-05-14,0.4594594594594595,1.0,0.027027027027027
2022-05-15,0.3703703703703703,0.925925925925926,0.1111111111111111
2022-05-16,0.1923076923076923,0.8076923076923077,-0.1346153846153846
2022-05-17,0.2542372881355932,0.8983050847457628,0.1186440677966101
2022-05-18,0.0888888888888888,0.7333333333333333,-0.0888888888888888
2022-05-19,0.0454545454545454,0.6818181818181818,-0.0454545454545454
2022-05-20,0.28125,0.8125,0.15625
2022-05-21,0.5416666666666666,0.8958333333333334,0.2291666666666666
2022-05-22,0.320754716981132,0.8867924528301887,0.0188679245283018
2022-05-23,0.1272727272727272,0.7454545454545455,0.0363636363636363
2022-05-24,0.2264150943396226,0.8867924528301887,-0.0943396226415094
2022-05-25,0.0666666666666666,0.5888888888888889,-0.1
2022-05-26,0.0909090909090909,0.7090909090909091,0.0
2022-05-27,0.02,0.84,0.0
2022-05-28,0.3928571428571428,0.8928571428571429,0.0714285714285714
2022-05-29,0.2727272727272727,0.7727272727272727,0.2727272727272727
2022-05-30,0.3478260869565217,0.9565217391304348,0.1304347826086956
2022-05-31,0.4,0.9142857142857144,0.1142857142857142
2022-06-01,0.1162790697674418,0.8604651162790697,0.0930232558139534
2022-06-02,0.0192307692307692,0.75,-0.1153846153846153
2022-06-03,0.25,0.7916666666666666,0.1666666666666666
2022-06-04,0.4117647058823529,0.8823529411764706,-0.1176470588235294
2022-06-05,0.3333333333333333,0.9333333333333332,0.1666666666666666
