Date,Weight XOM.N,Weight CVX,Weight COP.N,Weight SLB.N,Weight EOG.N,Weight EPD.N,Weight OXY.N,Weight MPC.N
2022-12-30,0.3594091910660548,0.2746267748876152,0.11634618393242817,0.05998359758944071,0.05964784307968135,0.04152193912065586,0.04530246116394608,0.04316200916017761
2022-12-29,0.358841021829659,0.2751493267029343,0.1157315005079251,0.05986970199486105,0.05974010139127302,0.042047506119934235,0.04517150621206464,0.04344933524134865
2022-12-28,0.3591353704205948,0.2753735203621863,0.11561986949171797,0.060018434872333735,0.059665420108882754,0.041595095605761905,0.04540432914487618,0.04318795999364661
2022-12-27,0.35811444407671833,0.27412426328718154,0.11650498623849773,0.05987193930910383,0.06066817837789538,0.041362150672891354,0.04614553954423234,0.0432084984934794
2022-12-23,0.3575312170492093,0.274035549451504,0.11651778631265984,0.06002720824528658,0.060727444981352664,0.04162521719201134,0.0464345678576035,0.043101008910372995
2022-12-22,0.3586529321905812,0.2737031547294973,0.1157206500365312,0.059941686701317755,0.060465555353914006,0.04226948959613663,0.046204625025821316,0.043041906366200616
2022-12-21,0.35834461823159525,0.2720306134198857,0.11668026741436226,0.06087437205676023,0.06093361175236276,0.04125850545022845,0.04664621004387339,0.043231801630932175
2022-12-20,0.359782229686663,0.2734146842291167,0.1149485928813601,0.06010355356738338,0.06028599438885765,0.04167089928622851,0.046422471649957484,0.04337157431043303
2022-12-19,0.3600762441553077,0.2731076095511636,0.11441565824180092,0.05874668592300465,0.06074273812878367,0.04247049726393102,0.04716211798788055,0.04327844874812772
2022-12-16,0.3598103492385539,0.2722591526238346,0.11484440354916226,0.058434313108051965,0.06108692580293737,0.04321062853289923,0.047429868399278236,0.042924358745282394
2022-12-15,0.3582932367834496,0.27291025400947416,0.11572712975440344,0.05863372752248553,0.06081546887345189,0.04337273416673532,0.04737092403507586,0.04287652485492407
2022-12-14,0.3593759457310015,0.2731570310518032,0.11529156583003862,0.05861940417252855,0.06008083878457212,0.04340799978820132,0.04744627477404362,0.04262093986781091
2022-12-13,0.35970589969235883,0.27328373177400705,0.11509543004602861,0.058957070391380144,0.059707285809331025,0.04325185086122063,0.047584186607581666,0.04241454481809216
2022-12-12,0.36157750798534133,0.27165999816036235,0.11527829183290104,0.05762332819232447,0.059055709282357566,0.04350213232618429,0.048166709822841464,0.043136322397687485
2022-12-09,0.3601702486428612,0.2744087208658661,0.11580512644511964,0.05626134674362173,0.0591134540522933,0.04388545998920787,0.04806296181124466,0.04229268144978559
2022-12-08,0.35562685587101084,0.27752327188178816,0.11603946591565613,0.0585430475431872,0.05925533782672643,0.04293069882069651,0.047891119387301534,0.042190202753633145
2022-12-07,0.35337541124480665,0.2761820332601941,0.11851352530306271,0.058463693896966096,0.060074733584759156,0.04297581457178762,0.048122046798749124,0.04229274133967459
2022-12-06,0.3528649755986942,0.27435903152335533,0.1188306529025669,0.059513241268174366,0.06062847409503397,0.04346477229823109,0.04808859517404055,0.04225025713990356
2022-12-05,0.35301864077207296,0.2739077905423639,0.11933690638365638,0.058453039698906584,0.061899133313010515,0.04271139327289413,0.04839115757985722,0.04228193843723835
2022-12-02,0.35317779207937916,0.27327084301425253,0.11885306415505173,0.05843799986465238,0.062399053831399806,0.0422052855468334,0.048399220138779515,0.043256741369651415
2022-12-01,0.35381883503917844,0.2736334660871108,0.11890895653448669,0.05691481703665235,0.06268220858021661,0.041855699991581424,0.04849155911457375,0.043694457616199896
2022-11-30,0.3538312715025813,0.2735395361575277,0.11876913330150238,0.05641096827434873,0.06299736044658268,0.041654163531455554,0.04874205435108657,0.04405551243491519
2022-11-29,0.35336128849023124,0.27173089151015795,0.12018558354695648,0.05619337859627004,0.06308325394556673,0.04176478819653644,0.04876148512285278,0.04491933059142848
2022-11-28,0.35520316902242227,0.2709077046067679,0.12121388000282507,0.05555859744417227,0.06173731385735666,0.04178308101815539,0.048713219489590544,0.04488303455870971
2022-11-25,0.3558930842679629,0.2711645218105193,0.1206270565048185,0.05502306222508112,0.06262954299768919,0.04110518612596197,0.04876441663000132,0.04479312943796577
2022-11-23,0.3559438211724017,0.2710427382253122,0.12015312505577555,0.05547366499052355,0.0624223090068701,0.040999405791065646,0.04918052589068044,0.044784409867370714
2022-11-22,0.35346783820727945,0.2702121326489782,0.1217566995493104,0.05717925898968635,0.06240071101674723,0.04065815308555357,0.04972201976372174,0.044603186738723204
2022-11-21,0.35376338814505265,0.2713003192249873,0.12105225594024828,0.05737856561841293,0.0622736007040205,0.04161661007191698,0.04896555224723738,0.04364970804812405
2022-11-18,0.3527557296371395,0.2704346053434211,0.12246433259156178,0.057916497799186985,0.061991167693079656,0.041536035846963276,0.04949568564434533,0.04340594544430235
2022-11-17,0.3532607161829149,0.27008814015073884,0.12403480421444946,0.05684036566899955,0.06305612932453612,0.040624182538154065,0.04928172462253949,0.042813937297667595
2022-11-16,0.3529618832649175,0.2715392446641387,0.122249986373857,0.0570399595240961,0.06263240762083118,0.04130434595873203,0.049629738021590486,0.04264243457183715
2022-11-15,0.3504813525121211,0.27116110138735655,0.12459997611979735,0.05781014535056583,0.06317874571115065,0.040380961238384604,0.05044866052577433,0.04193905715484948
2022-11-14,0.35066336384511515,0.2709420759006608,0.12450830145123977,0.05758886325618696,0.06315145457209242,0.04068911579129787,0.0500281254767443,0.0424286997066627
2022-11-11,0.35075236913994445,0.26950133206749755,0.12477221702222986,0.058105227160172426,0.06324579144238672,0.040654904910054364,0.05049948373135352,0.04246867452636119
2022-11-10,0.3504855650638596,0.27001918040933603,0.1242510107051708,0.057995229002207195,0.06304438763558745,0.04184205997776527,0.04934126449875156,0.043021302707322025
2022-11-09,0.3521438948769152,0.27016582721715215,0.12256350170461987,0.059092349782841364,0.06305841803349037,0.041854776323463995,0.0484831043909869,0.04263812767053015
2022-11-08,0.3512698905884992,0.26816011637190823,0.1253490501462911,0.05802750344762012,0.06380625016748748,0.0407295898555941,0.05089186203486865,0.04176573738773095
2022-11-07,0.35024486316377135,0.2686153784579047,0.12584550987652557,0.058168818146765076,0.06282290949664984,0.040706823618411006,0.05167960643505339,0.04191609080491896
2022-11-04,0.351663613010886,0.26967745948949157,0.12536923279332418,0.05725236299476431,0.06220185967202113,0.04127301675560333,0.05063743746657643,0.04192501781733302
2022-11-03,0.3512900577734264,0.26892497649841524,0.1280351735824754,0.05639900574719236,0.06111225104423066,0.04134411121189717,0.05035989848170103,0.04253452566066164
2022-11-02,0.3534591214631626,0.27028141815533846,0.12344410096894497,0.05678578426422777,0.06106886227411093,0.042250062337377686,0.05060519916903172,0.04210545136780588
2022-11-01,0.3540979228284679,0.27073192940937946,0.12234151005409193,0.05616594128191773,0.06024005421459342,0.041958008075852045,0.05154035043086355,0.04292428370483404
2022-10-31,0.35381612141091323,0.271222791782926,0.12182481952780672,0.0572061047447907,0.060883287430184826,0.042593830889507016,0.0511648617558792,0.04128818245799234
2022-10-28,0.3552167984862422,0.27118088576530175,0.12347726904349411,0.0557438466147226,0.059916709079273336,0.04210973851671898,0.05088018952162364,0.04147456297262339
2022-10-27,0.3481950896189477,0.2704438614304565,0.12406223444111579,0.057613547996306164,0.06075999082391561,0.04301652215773734,0.05135661538577374,0.04455213814574725
2022-10-26,0.3475095849712166,0.2697106752169621,0.1242231092583117,0.058278599822833475,0.06070140552844635,0.04323320921322673,0.05191698493211115,0.0444264310568919
2022-10-25,0.3477979687834849,0.26981516613426254,0.12319159265558273,0.05934908960801447,0.060421934942109755,0.04355839896728799,0.05154162949691809,0.044324219412339654
2022-10-24,0.3498052942577914,0.2667659866694815,0.12425726596445746,0.05892687018936026,0.06157655259630204,0.04308049104291204,0.05130065818380807,0.04428688109588732
2022-10-21,0.34885435263744,0.2679933522487159,0.12413755655596108,0.057203004806009546,0.06199456440867274,0.04354226598083778,0.05183159771245325,0.04444330564990988
2022-10-20,0.35131276040463444,0.2681796692004747,0.124592646225339,0.05318192385639423,0.06198455271516876,0.04462768219400549,0.05136809542452927,0.044752669979454256
2022-10-19,0.35216913587644616,0.2676664962783991,0.12434612426944552,0.053126428707901206,0.06150076365573105,0.04519118231613716,0.05127069403429358,0.04472917486164609
2022-10-18,0.3516899737618621,0.26658109246640593,0.12446088716871388,0.05209290984884821,0.06028283999635435,0.04700290648536937,0.052196038346982006,0.04569335192546417
2022-10-17,0.35328944055895123,0.2659479137809381,0.12574993521657232,0.051818925017735426,0.059153470944403166,0.04704144692763452,0.052201735807038775,0.04479713174672632
2022-10-14,0.351834675341258,0.26672242189928963,0.1266082431774954,0.05149454676068331,0.059596066752854504,0.046829776343930325,0.05220388955450858,0.04471038016998041
2022-10-13,0.3500270768116822,0.26666412428390457,0.1276138829595076,0.0522840504505263,0.06097162497749082,0.0454905806077447,0.051570431998874205,0.04537822791026946
2022-10-12,0.3522739783666288,0.26491616398179024,0.12594741641493318,0.05178440798247252,0.06157252139061994,0.04658851426438883,0.0514324598981708,0.045484537700995635
2022-10-11,0.3524917770057813,0.26544926076643477,0.12579462188015172,0.051721759794743104,0.061499992721938734,0.04716390651952173,0.05083267191477704,0.045046009396651425
2022-10-10,0.3529445046944976,0.26348105217560996,0.12620396510097634,0.05180301480559847,0.0615532481236656,0.04643008010391258,0.05172644285774654,0.04585769213799295
2022-10-07,0.3532189696700192,0.26271448837446526,0.12537332214580202,0.05127329115278488,0.062092778726006236,0.04623602728283846,0.053862388842551887,0.04522873380553211
2022-10-06,0.35479214824325755,0.26349036050751434,0.12375616335308914,0.05086218998208975,0.061778645646595,0.045826084590371234,0.054093374508948494,0.045401033168134305
2022-10-05,0.35191926689695535,0.26429087156579867,0.12454722517961617,0.05082198971521836,0.062378588083502405,0.046709311309836854,0.05308397855217912,0.04624876869689313
2022-10-04,0.34524115376565323,0.2682218923915026,0.12678148330870784,0.048815206270364134,0.06320831798858352,0.04754047423611652,0.05292538800193298,0.047266084037139146
2022-10-03,0.34592975144988997,0.2681256174138593,0.12523006143850576,0.049632546903426424,0.06289459456124098,0.048136569693499096,0.053210991980383364,0.046839866559195045
2022-09-30,0.3466817956399792,0.26786877616539007,0.12296143735600139,0.04908529283293208,0.06182219705455756,0.04996886537759121,0.0538549290598576,0.047756706513690794
2022-09-29,0.34878064792991814,0.26742546938252115,0.12453398197630462,0.04801157643654711,0.06117781259298337,0.049028664807235445,0.05459809854304437,0.046443748331445676
2022-09-28,0.34918395306419414,0.26905645198207984,0.12363321637439602,0.047262916123829,0.060453560598317274,0.04941743146271775,0.053935704878441605,0.04705676551602439
2022-09-27,0.3505427430871161,0.2707919244144404,0.12333563029932973,0.04714761285195323,0.05936195642310572,0.04991849762317433,0.05348417718063026,0.045417458120250186
