Date,AAPL.OQ,MSFT.OQ,GOOGL.OQ,NVDA.OQ,META.OQ,V.N,MA.N,AVGO.OQ
2015-01-05,-0.028174167581412352,-0.009195893926432844,-0.019259818731117883,-0.01590457256461234,-0.016061185468451308,-0.022185330516148488,-0.02812791783380031,-0.01598561294834657
2015-01-06,0.00037650602409644443,-0.014677314914742062,-0.024643819792067794,-0.030303030303030373,-0.013473247830029693,-0.0063281370581881585,-0.0021616428485648205,-0.022743425728500303
2015-01-07,0.013925479864508882,0.012705366922234356,-0.002763521515988817,-0.004166666666666578,0.0,0.013358185771978868,0.013599711156577151,0.027012987012986954
2015-01-08,0.03823311061618402,0.029418126757516906,0.0035629453681710155,0.03974895397489529,0.026657912015758383,0.01333537706928272,0.015554500118736669,0.04997470915528591
2015-01-09,0.0010725777618877776,-0.008405127127547924,-0.01222879684418155,0.004024144869215385,-0.0056280378613457645,-0.014823778550900075,-0.012744066409447018,0.010694671933712298
2015-01-12,-0.02464285714285719,-0.012502648866285153,-0.007587859424920037,-0.014028056112224505,-0.013120658605608388,-0.0018424689083370235,-0.012790146849834183,-0.01658722592945671
2015-01-13,0.009154155986818015,-0.005150214592274721,0.009657947686116638,-0.002032520325203209,-0.00351929092805,0.002768804799261538,0.0022792706333972855,-0.005622334238076758
2015-01-14,-0.0039912917271407635,-0.008628127696289874,0.00836986847349545,0.0040733197556007275,-0.002223675604970591,-0.019941708851050732,-0.0010771992818671863,0.007896276077208055
2015-01-15,-0.02695810564663018,-0.0104438642297651,-0.00395256916996053,-0.006085192697768633,-0.02923439958049297,-0.009547660040694935,-0.014497963096093863,-0.020021278653641623
2015-01-16,-0.007862223886184981,0.016710642040457458,0.01269841269841271,0.01836734693877548,0.015259959486833351,0.007269279393173212,0.018844984802431575,0.024674299249901305
2015-01-20,0.025660377358490555,0.0032439446366781697,-0.0007836990595611118,0.004008016032064043,0.014099494546421761,0.007373705679322117,0.005489260143198186,0.010113658254671656
2015-01-21,0.007726269315673321,-0.010131493856434552,0.020392156862745082,0.01397205588822361,0.006558237145855195,0.0017131287961376647,-0.006408734868264968,0.004863163917230771
2015-01-22,0.025921869295363303,0.02635017421602789,0.032667179093005434,0.015748031496063006,0.011858222569716066,0.0012437810945275577,0.007883420926899146,-0.001708104004554874
2015-01-23,0.005338078291814896,0.0010608953957139222,0.008559732043170839,0.003875968992247979,0.0023180940115903746,0.0026397515527948365,0.0001185114956151353,0.01692015209125476
2015-01-26,0.0010619469026549074,-0.003603221704111948,-0.009594095940959467,-0.005791505791505668,-0.004240010278812776,-0.006814310051107291,-0.009361298732077335,-0.002336885399140026
2015-01-27,-0.03500707213578508,-0.09253350350989155,-0.029061102831594677,-0.04660194174757285,-0.022193548387096758,-0.021518789957897952,-0.02188995215311003,-0.018176707579874427
2015-01-28,0.056430927079516274,-0.03445850914205342,-0.016884113584036752,-0.01629327902240327,0.006070203219846843,-0.018486055776892375,-0.012596306713953787,0.0020040080160320045
2015-01-29,0.031217481789802364,0.019907744598203457,0.0015612802498048066,0.024844720496894433,0.023084994753410353,0.006656924825458622,0.007926678226405755,0.014571428571428582
2015-01-30,-0.014799865455768627,-0.03832420852178052,0.04754481683554165,-0.030303030303030373,-0.02679487179487184,0.027903225806451562,0.007987220447284416,-0.03426264901905572
2015-02-02,0.012632297712529907,0.021782178217821847,-0.010044642857142842,0.022916666666666734,-0.01211961533394812,0.001726031696218524,0.011581128855296876,-0.004471228615863081
2015-02-03,0.0,0.007751937984496131,0.0022547914317926445,0.024439918533604908,0.005467395652753845,0.01738721804511277,0.010002410219329938,0.007615700058582319
2015-02-04,0.007754551584625773,0.005769230769230817,-0.013498312710911247,0.0019880715705764985,0.003050397877983949,0.01955350269438023,0.004414747643479352,0.015503875968992192
