Date,Portfolio Return,Portfolio Value
2015-01-05,-0.037080958298479266,100.0
2015-01-06,-0.011448906160650292,98.85510938393497
2015-01-07,0.004962020278362319,99.34563044131778
2015-01-08,0.019826335665026947,101.31529025730107
2015-01-09,-0.00784382948864342,100.5205903959304
2015-01-12,-0.02561274112588124,97.9459825362987
2015-01-13,-0.009966325601721601,96.96982098296141
2015-01-14,0.00036764938705966584,97.00547187820908
2015-01-15,-0.010030608379088066,96.03244797917012
2015-01-16,0.02840467176130605,98.76021814245314
2015-01-20,0.0034745654160308736,99.10336698089057
2015-01-21,0.0149031586194194,100.58032017872532
2015-01-22,0.007705008472712171,101.3552923978905
2015-01-23,-0.012232911528023638,100.11542207309013
2015-01-26,0.013595281502780741,101.4765194189435
2015-01-27,-0.004627621789848793,101.00692446652238
2015-01-28,-0.037549985713942954,97.21411589579515
2015-01-29,0.0014143503498330126,97.35161071462106
2015-01-30,0.001142530893686586,97.46283793741266
2015-02-02,0.02814689187355151,100.20611389852648
2015-02-03,0.02979791439131912,103.19204710196155
2015-02-04,-0.01276978563378521,101.87430678135804
2015-02-05,0.01291196686698483,103.18970445511599
2015-02-06,-0.0031177126340285076,102.86798860983461
2015-02-09,0.0019671181406506907,103.07034209632126
2015-02-10,-0.0026687109937469852,102.79527714123954
2015-02-11,-0.005937544903658551,102.1849255673294
2015-02-12,0.013201920524529507,103.53396283347425
2015-02-13,0.016175316146106213,105.2086574141649
2015-02-17,-0.0029958766162328132,104.89346525759257
2015-02-18,-0.017818988953258934,103.02436975889847
2015-02-19,-0.013772588039213194,101.60545755620959
2015-02-20,0.00016579996349531885,101.62230373736334
2015-02-23,-0.006574495027752075,100.95418840673334
2015-02-24,0.00157530388035942,101.113221931469
2015-02-25,0.003986267158623488,101.51628624735702
2015-02-26,-0.014686470259855821,100.02537032849419
2015-02-27,-0.0026252084648048985,99.76278287961259
2015-03-02,-0.0075361336101322325,99.01095721851321
2015-03-03,-0.0012210789644884392,98.89005702139983
2015-03-04,-0.003292792285597574,98.56443260451746
2015-03-05,-0.005637247418164632,98.00880051129478
2015-03-06,-0.014552730537448795,96.58250484715533
2015-03-09,-0.003223569404466962,96.27116443952326
2015-03-10,-0.011785410147025221,95.13656928127178
2015-03-11,0.000789711554370363,95.21169972927636
2015-03-12,-0.0028699108019149596,94.93845064375462
2015-03-13,-0.004997323411819132,94.46401250167075
2015-03-16,0.012741110998007444,95.6675889702717
2015-03-17,-0.005372692264387413,95.15359645505852
2015-03-18,0.028145209162672113,97.83171432986664
2015-03-19,-0.017237862788793624,96.14530466185595
2015-03-20,0.011781772832696913,97.27806680031237
2015-03-23,0.00024539689703485335,97.30193853605472
2015-03-24,-0.011230042611997781,96.20923362006484
2015-03-25,0.009620744415576695,97.13483806714198
2015-03-26,-0.0031599787992922556,96.82789403817712
2015-03-27,-0.008112978724358398,96.04233139392096
2015-03-30,0.022491399780456948,98.20245786514877
2015-03-31,-0.01213311900231856,97.01095575755075
2015-04-01,-0.0011972449321579638,96.89480988240622
2015-04-02,-0.00014002491365709734,96.88124219501861
2015-04-06,0.01588385009586274,98.42008932314526
2015-04-07,0.008077280794404456,99.21505602041869
2015-04-08,-0.013556695515346552,97.87002771541182
2015-04-09,0.01087528607368702,98.9343922648566
2015-04-10,0.005240416503804075,99.45284968687517
2015-04-13,-0.006417228793356741,98.81463799628318
2015-04-14,0.017838245551508626,100.57731777294433
2015-04-15,0.01637559954789927,102.22433165239589
2015-04-16,-0.0014475372050923273,102.07635812906335
2015-04-17,-0.00945868268556732,101.11085024782221
